,symbol,name,baseCurrency,quoteCurrency,feeCurrency,market,baseMinSize,quoteMinSize,baseMaxSize,quoteMaxSize,baseIncrement,quoteIncrement,priceIncrement,priceLimitRate,isMarginEnabled,enableTrading
608,FLY-USDT,FLY-USDT,FLy,USDT,USDT,USDS,1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
609,CWS-USDT,CWS-USDT,CWS,USDT,USDT,NFT,0.01,0.1,10000000000,99999999,0.0001,0.001,0.001,0.1,False,True
610,XDC-USDT,XDC-USDT,XDC,USDT,USDT,DeFi,1,0.01,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
611,XDC-ETH,XDC-ETH,XDC,ETH,ETH,DeFi,1,0.000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
612,STRK-BTC,STRK-BTC,STRK,BTC,BTC,BTC,0.01,0.000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
613,STRK-ETH,STRK-ETH,STRK,ETH,ETH,ALTS,0.01,0.00001,10000000000,99999999,0.0001,0.000001,0.000001,0.1,False,True
614,SHIB-USDT,SHIB-USDT,SHIB,USDT,USDT,USDS,1000,0.005,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,True,True
615,POLX-USDT,POLX-USDT,POLX,USDT,USDT,USDS,1000,0.01,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
616,KDA-USDT,KDA-USDT,KDA,USDT,USDT,USDS,0.1,0.05,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
617,KDA-BTC,KDA-BTC,KDA,BTC,BTC,BTC,0.1,0.000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
618,ICP-USDT,ICP-USDT,ICP,USDT,USDT,USDS,0.001,0.1,10000000000,99999999,0.0001,0.01,0.01,0.1,True,True
619,ICP-BTC,ICP-BTC,ICP,BTC,BTC,BTC,0.001,0.000001,10000000000,99999999,0.0001,0.000001,0.000001,0.1,False,True
620,STC-USDT,STC-USDT,STC,USDT,USDT,USDS,1,0.01,10000000000,99999999,0.0001,0.00001,0.00001,0.1,False,True
621,STC-BTC,STC-BTC,STC,BTC,BTC,BTC,10,0.000001,10000000000,99999999,0.0001,0.0000000001,0.0000000001,0.1,False,True
622,GOVI-USDT,GOVI-USDT,GOVI,USDT,USDT,USDS,0.1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
623,GOVI-BTC,GOVI-BTC,GOVI,BTC,BTC,BTC,0.1,0.000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
624,FKX-USDT,FKX-USDT,FKX,USDT,USDT,USDS,10,0.1,10000000000,99999999,0.0001,0.00001,0.00001,0.1,False,True
625,CELO-USDT,CELO-USDT,CELO,USDT,USDT,USDS,0.1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
626,CELO-BTC,CELO-BTC,CELO,BTC,BTC,BTC,0.1,0.000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
627,CUSD-USDT,CUSD-USDT,cUSD,USDT,USDT,USDS,0.1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
628,CUSD-BTC,CUSD-BTC,cUSD,BTC,BTC,BTC,0.1,0.000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
629,FCL-USDT,FCL-USDT,FCL,USDT,USDT,USDS,0.1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
630,MATIC-USDT,MATIC-USDT,MATIC,USDT,USDT,USDS,0.1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
631,MATIC-BTC,MATIC-BTC,MATIC,BTC,BTC,BTC,0.1,0.000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
632,ELA-USDT,ELA-USDT,ELA,USDT,USDT,USDS,0.1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
633,CRPT-USDT,CRPT-USDT,CRPT,USDT,USDT,USDS,1,0.1,10000000000,99999999,0.0001,0.00001,0.00001,0.1,False,True
634,OPCT-USDT,OPCT-USDT,OPCT,USDT,USDT,USDS,1,0.1,10000000000,99999999,0.0001,0.00001,0.00001,0.1,False,True
635,OGN-USDT,OGN-USDT,OGN,USDT,USDT,USDS,0.1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
636,OGN-BTC,OGN-BTC,OGN,BTC,BTC,BTC,0.1,0.0000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
637,OUSD-USDT,OUSD-USDT,OUSD,USDT,USDT,USDS,0.1,0.01,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
638,OUSD-BTC,OUSD-BTC,OUSD,BTC,BTC,BTC,0.1,0.0000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
639,TLOS-USDT,TLOS-USDT,TLOS,USDT,USDT,USDS,1,0.1,10000000000,99999999,0.0001,0.00001,0.00001,0.1,False,True
640,TLOS-BTC,TLOS-BTC,TLOS,BTC,BTC,BTC,1,0.000001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
641,LNCHX-USDT,LNCHX-USDT,LNCHX,USDT,USDT,USDS,0.1,0.01,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
642,YOP-USDT,YOP-USDT,YOP,USDT,USDT,USDS,0.1,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
643,YOP-ETH,YOP-ETH,YOP,ETH,ETH,ALTS,0.1,0.00001,10000000000,99999999,0.0001,0.0000001,0.0000001,0.1,False,True
644,GLQ-USDT,GLQ-USDT,GLQ,USDT,USDT,USDS,1,0.01,10000000000,99999999,0.0001,0.00001,0.00001,0.1,False,True
645,GLQ-BTC,GLQ-BTC,GLQ,BTC,BTC,BTC,1,0.000001,10000000000,99999999,0.0001,0.000000001,0.000000001,0.1,False,True
646,NIF-USDT,NIF-USDT,NIF,USDT,USDT,NFT,0.01,0.1,10000000000,99999999,0.0001,0.0001,0.0001,0.1,False,True
647,AERGO-BTC,AERGO-BTC,AERGO,BTC,BTC,BTC,0.1,0.00001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
648,AERGO-ETH,AERGO-ETH,AERGO,ETH,ETH,ALTS,0.1,0.0001,10000000000,99999999,0.0001,0.0000001,0.0000001,0.1,False,True
649,XYO-ETH,XYO-ETH,XYO,ETH,ETH,ALTS,10,0.0001,10000000000,99999999,0.0001,0.0000001,0.0000001,0.1,False,True
650,XRP-TUSD,XRP-TUSD,XRP,TUSD,TUSD,USDS,0.1,0.01,10000000000,99999999,0.0001,0.000001,0.00001,0.1,False,True
651,ETH-DAI,ETH-DAI,ETH,DAI,DAI,USDS,0.0001,0.1,10000000000,999999999,0.0000001,0.0001,0.01,0.1,False,True
652,LSK-BTC,LSK-BTC,LSK,BTC,BTC,BTC,0.01,0.00001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
653,GMB-ETH,GMB-ETH,GMB,ETH,ETH,ALTS,100,0.0001,10000000000,99999999,0.0001,0.0000001,0.0000000001,0.1,False,True
654,GMB-BTC,GMB-BTC,GMB,BTC,BTC,BTC,100,0.00001,10000000000,99999999,0.0001,0.00000001,0.0000000001,0.1,False,True
655,KAT-USDT,KAT-USDT,KAT,USDT,USDT,USDS,10,0.01,10000000000,99999999,0.0001,0.000001,0.000001,0.1,False,True
656,MKR-BTC,MKR-BTC,MKR,BTC,BTC,DeFi,0.0001,0.00001,10000000000,99999999,0.0001,0.00000001,0.00001,0.1,False,True
657,KAT-BTC,KAT-BTC,KAT,BTC,BTC,BTC,10,0.00001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
658,XRP-USDC,XRP-USDC,XRP,USDC,USDC,USDS,0.1,0.01,10000000000,99999999,0.0001,0.00001,0.00001,0.1,False,True
659,XYO-BTC,XYO-BTC,XYO,BTC,BTC,BTC,10,0.00001,10000000000,99999999,0.0001,0.00000001,0.0000000001,0.1,False,True
660,LSK-ETH,LSK-ETH,LSK,ETH,ETH,ALTS,0.01,0.0001,10000000000,99999999,0.0001,0.0000001,0.0000001,0.1,False,True
661,XRP-BTC,XRP-BTC,XRP,BTC,BTC,BTC,0.1,0.00001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,True,True
662,XRP-KCS,XRP-KCS,XRP,KCS,KCS,KCS,0.1,0.01,10000000000,99999999,0.0001,0.0001,0.00001,0.1,False,True
663,AVA-BTC,AVA-BTC,AVA,BTC,BTC,BTC,0.1,0.00001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
664,XRP-PAX,XRP-PAX,XRP,PAX,PAX,USDS,0.1,0.01,10000000000,99999999,0.0001,0.000001,0.00001,0.1,False,True
665,XRP-USDT,XRP-USDT,XRP,USDT,USDT,USDS,0.1,0.01,10000000000,99999999,0.0001,0.000001,0.00001,0.1,True,True
666,FTM-BTC,FTM-BTC,FTM,BTC,BTC,BTC,1,0.00001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,True,True
667,USDT-DAI,USDT-DAI,USDT,DAI,DAI,USDS,0.01,0.1,10000000000,99999999,0.000001,0.0001,0.0001,0.1,False,True
668,BTC-DAI,BTC-DAI,BTC,DAI,DAI,USDS,0.00001,0.1,10000000000,99999999,0.00000001,0.0001,0.1,0.1,False,True
669,AVA-ETH,AVA-ETH,AVA,ETH,ETH,ALTS,0.1,0.0001,10000000000,99999999,0.0001,0.0000001,0.0000001,0.1,False,True
670,MKR-ETH,MKR-ETH,MKR,ETH,ETH,DeFi,0.0001,0.0001,10000000000,99999999,0.0001,0.0000001,0.0001,0.1,False,True
671,XRP-ETH,XRP-ETH,XRP,ETH,ETH,ALTS,0.1,0.0001,10000000000,99999999,0.0001,0.0000001,0.0000001,0.1,True,True
672,FTM-ETH,FTM-ETH,FTM,ETH,ETH,ALTS,1,0.0001,10000000000,99999999,0.0001,0.0000001,0.0000001,0.1,False,True
673,VSYS-BTC,VSYS-BTC,VSYS,BTC,BTC,BTC,0.1,0.00001,10000000000,99999999,0.0001,0.00000001,0.00000001,0.1,False,True
674,MKR-DAI,MKR-DAI,MKR,DAI,DAI,DeFi,0.0001,0.1,10000000000,99999999,0.0001,0.0001,0.01,0.1,False,True
675,BTT-BTC,BTT-BTC,BTT,BTC,BTC,BTC,100,0.00001,10000000000,99999999,0.0001,0.000001,0.0000000001,0.1,False,True
676,BTT-ETH,BTT-ETH,BTT,ETH,ETH,ALTS,100,0.0001,10000000000,99999999,0.0001,0.000001,0.00000001,0.1,False,True
677,SOLVE-BTC,SOLVE-BTC,SOLVE,BTC,BTC,BTC,1,0.00001,10000000000,99999999,0.001,0.000001,0.00000001,0.1,False,True
678,GRIN-BTC,GRIN-BTC,GRIN,BTC,BTC,BTC,0.01,0.00001,10000000000,99999999,0.00000001,0.00000001,0.00000001,0.1,False,True
679,GRIN-ETH,GRIN-ETH,GRIN,ETH,ETH,ALTS,0.01,0.0001,10000000000,99999999,0.00000001,0.0000001,0.0000001,0.1,False,True
680,GRIN-USDT,GRIN-USDT,GRIN,USDT,USDT,USDS,0.01,0.01,10000000000,99999999,0.00000001,0.000001,0.000001,0.1,False,True
